,DOW,LKNAME,CTY,NEAREST_TOWN,SURVEYTYPE,SURVEYDATE,black bullhead_GN,black bullhead_TN,brown bullhead_GN,brown bullhead_TN,yellow bullhead_GN,yellow bullhead_TN,bigmouth buffalo_GN,bigmouth buffalo_TN,black crappie_GN,black crappie_TN,bluegill_GN,bluegill_TN,largemouth bass_GN,largemouth bass_TN,northern pike_GN,northern pike_TN,walleye_GN,walleye_TN,white crappie_GN,white crappie_TN,white sucker_GN,white sucker_TN,yellow perch_GN,yellow perch_TN,common carp_GN,common carp_TN,highfin carpsucker_TN,river carpsucker_GN,river carpsucker_TN,DOWLKNUM,Sorder1,Sorder2,Sorder3,Sorder4,Sorder5,Sorder6,Sorderout,notes,exclude,PWATER,PDEVL,PBARE,PFOR,PGRASS,PAG,PWET,PMISC,X.LK_AREA.,X.LK_PERIM.,depthft,LAKE_NAME,SchuppLAKE_CLASS,UTMeasting,UTMnorthing,HUC04,MAJOR,CATCH_ID,watershed.acres.,dow,fish_date,BHD_TN,BLG_TN,CAP_GN,CRP_TN,NOP_GN,WAE_GN,YEP_GN,veg_date,veg_rich,S_rich,utmx,utmy,ecoreg,shedaream2,depthm,aream2,phuman,sdi,secchim,ln_shedaream2,ln_aream2
209,56052300,East Loon,Otter Tail,Vergas                        ,Re-Survey,27-Jul-98,3.0175236,0.187542,0.1065456,0,1.057755,1.10985,0,0,0.14949,0.1506225,0.16308,1.4822613,0.4876092,0.1065456,4.6375875,0.3459108,1.2514125,0.486975,0,0,0.3702822,0,0.015402,0.01359,0,0.1279272,0,0,0,56052300,591.21305,0,0,0,0,0,0,,NA,0.193452726,0.049770071,0,0.377662846,0.043590921,0.328942817,0.006580619,0,NA,NA,105,East Loon,25,283785,5167808.4,902,56,5.60E+14,12263.09096,56052300,7/27/98,1.171553925,1.046594986,0,0.151297914,4.983792665,1.289343961,0.007707114,7/27/98,29,16,283698,5167750,eastern temperate forests,49627166.93,32.004,4226176.367,0.378712888,3.769669902,3.400189125,17.72004896,15.25680821
211,58014200,Pokegama,Pine,Pine City                     ,Re-Survey,10-Jul-00,0,0.2932722,0.0337032,0,0.0134088,0.1007925,0,0,0.82446,2.84031,0.2548125,2.3566872,0,0,6.1608,0.875196,0.804075,0.2631024,1.3207215,0.4522752,4.5104304,1.14156,4.9924224,0.1265229,0,1.8491913,0,0,0,58014200,89181.90429,52093.28891,34835.40579,7723.69771,1972.54669,0,4,,NA,0.030121791,0.038239933,0,0.332121123,0.072616121,0.329928539,0.196972493,0,1515.48,63260.85,23,Pokegama,27,496633,5076718.1,703,36,3.61E+14,52089.84638,58014200,7/10/00,0.32952385,1.320076624,0,2.534889797,6.083795074,0.805886071,2.475257945,7/14/00,13,8,496858,5076710,eastern temperate forests,210800972.6,7.0104,6132813.987,0.368168472,2.196193143,0.957090668,19.16642499,15.62916425
212,60001200,Spring,Polk,Lengby                        ,Re-Survey,10-Aug-05,0.29445,0,0,0,0,0,0,0,0,0.0645525,0.47565,0.61155,0.5266125,0.0154926,3.82785,0.274065,0.05889,0.28992,0,0,2.74065,0.899205,1.34541,0.0228312,0,0.7467252,0,0,0,60001200,19420.05429,2412.47169,0,9535.56805,0,0,4,,NA,0.032227561,0.04896955,0.000338673,0.589151243,0.057796912,0.238916782,0.03259928,0,NA,NA,35,Spring,28,301509,5265057.5,902,66,6.60E+14,5919.396051,60001200,8/10/05,0,0.363465837,0,0.062180476,3.339377664,0.058443949,1.015658192,7/21/05,26,12,301425,5265140,eastern temperate forests,23955041.74,10.668,527831.9498,0.287886332,1.937124197,2.3851,16.99168937,13.17653324
213,60001500,Whitefish,Polk,Fosston                       ,Re-Survey,15-Aug-05,2.3739012,0.1117098,0.7994997,0.2161263,0,0,0,0,0,0,0,0,0,0,14.221935,0.3733173,0.1466361,0.0954018,0,0,1.74405,0.0084711,3.9617568,0.0242808,0.0069309,0.0044847,0,0,0,60001500,74537.70932,17894.17044,0,51042.46736,0,0,2,,NA,0.049778963,0.038579608,6.57E-05,0.498955878,0.067806093,0.26876584,0.076047884,0,NA,NA,18,Whitefish,38,300466,5273737.8,902,66,6.61E+14,30497.5727,60001500,8/15/05,0.097571536,0,0.007890501,0,13.31574066,0.164081242,3.330520074,8/16/05,22,6,300514,5273670,eastern temperate forests,123419791.6,5.4864,972784.2068,0.307345447,1.279617438,1.1041,18.63110204,13.78791756
214,60014200,Hill River,Polk,McIntosh                      ,Re-Survey,2-Aug-04,0.3933852,0.0877008,0.3021057,0.4112334,0,0,0,0,0.079275,1.0306656,0,1.0866111,0,0.4200669,9.4403388,1.01019,0,0.2700786,0,0,6.31029,4.1634324,0.4077,0.0069762,0,0.6263631,0,0,0,60014200,213750.6915,85058.78017,36423.73386,28439.04997,0,0,4,,NA,0.057277637,0.041146685,0.000280054,0.174607015,0.043071523,0.593275471,0.090341616,0,98.3,13761.71,58.8,Hill River,34,289230,5284266.4,902,66,6.61E+14,61620.80117,60014200,8/2/04,0.0755784,0.922849262,0,0.871748676,9.952201167,0,0.384216171,7/21/04,26,12,289302,5284260,great plains,249371532.5,17.92224,397806.338,0.634422156,1.878660342,0.899090909,19.33445444,12.89372058
215,60021700,Union,Polk,Erskine                       ,Re-Survey,29-Jul-02,0,0,0.178935,2.50056,0,0,0,0,0.029445,0.1391163,0.3177342,0.7153776,0.0409512,0.0209286,2.8076034,0.9293748,4.65231,0.748809,0,0,3.1376592,0.45753,0.0236466,0.0225594,1.7710488,0.958095,0,0,0,60021700,27059.27457,8559.94266,0,0,0,0,1,,NA,0.17885075,0.062460878,0,0.129586747,0.034981891,0.442443231,0.151676504,0,799.37,72051.41,82.9,Union,25,267204,5276131.6,902,61,6.10E+14,10130.28789,60021700,7/29/02,0,0.629140286,1.931047469,0.1470506,2.973406363,4.67386873,0.026280356,7/23/02,27,13,268556,5276530,great plains,40995984.59,25.26792,3591345.438,0.504904108,3.487999341,2.584712644,17.52898468,15.09403746
216,61012200,Ann,Pope,Long Beach                    ,Re-Survey,14-Aug-00,207.4287,87.4427712,0,0,0,0,0,0,0,0,0,0.0553113,0,0,0,0.0259116,2.94903,3.1531518,0,0,0,2.5165056,0,0,0,0.0209286,0,0,0,61012200,0,0,0,0,0,0,0,,NA,0.115575089,0.061410424,0,0.056827756,0.017375946,0.738090259,0.010720527,0,369.77,17827.42,14,Ann,43,309936,5063825.4,702,26,2.60E+14,5134.097275,61012200,8/14/00,2.09421076,0.049793626,0,0,0,3.090053825,0,7/31/00,18,10,309821,5063810,eastern temperate forests,20777037.64,4.2672,1496366.954,0.799500682,1.254415049,1.767411765,16.84935898,14.2185507
217,62000200,Bald Eagle,Ramsey,White Bear Lake               ,Re-Survey,8-Jul-02,0.0086976,0.14496,0,0,0.039864,0.355152,0,0,2.7854517,2.61834,0.5493984,3.5728563,0.0894675,0.2232837,3.976434,0.202038,3.5893002,0.532728,0.0115968,0,0,0,0.116874,0.028992,0,0.7350831,0,0,0,62000200,20840.71467,15440.90925,0,0,0,0,2,,NA,0.222270252,0.216336175,0,0.233672363,0.042252384,0.215078476,0.070390351,0,1046.63,49545.23,37,Bald Eagle,24,498889,4996079.7,701,20,2.01E+14,19596.36898,62000200,7/8/02,0.43120415,1.098946144,0,1.544749416,4.217897367,3.421275434,0.10909391,8/20/02,27,16,498754,4995650,eastern temperate forests,79304008.87,11.2776,4235484.145,0.43141465,2.069164018,1.163432007,18.18879924,15.2590082
218,62000600,Kohlman,Ramsey,Little Canada                 ,Re-Survey,10-Aug-95,0,0.0418572,0,0,0,0.2579835,0,0,0,0.6980277,0,2.0741058,0,0.4052991,0,0,0,0.2850276,0,0.06342,0,0.8977101,0,0.0179388,0,2.6991552,0,0,0,62000600,4710.2515,13620.16032,2227.38139,0,0,0,3,,NA,0.027405381,0.858638669,0,0.080208789,0.00574126,0.006421958,0.021583944,0,82.9,9441.14,11.6,Kohlman,40,495383,4985702.9,701,20,2.01E+14,7664.06431,62000600,8/8/05,0.623593805,1.483384197,0,0.195306309,0,0,0,8/9/05,14,8,495486,4985660,eastern temperate forests,31015491.94,3.53568,340381.3946,0.865060627,1.361754288,1.069344262,17.24999738,12.73782202
219,62000600,Kohlman,Ramsey,Little Canada                 ,Re-Survey,8-Aug-05,0,0.242808,0,0,0,0.44847,0,0,0,0.1899882,0,4.1912013,0,0.319365,0,0,0,0.9174156,0,0,0,1.4999283,0,0.029445,0,2.4928137,0,0,0,62000600,4710.2515,13620.16032,2227.38139,0,0,0,3,,NA,0.027405381,0.858638669,0,0.080208789,0.00574126,0.006421958,0.021583944,0,82.9,9441.14,11.6,Kohlman,40,495383,4985702.9,701,20,2.01E+14,7664.06431,62000600,8/8/05,0.623593805,1.483384197,0,0.195306309,0,0,0,8/9/05,14,8,495486,4985660,eastern temperate forests,31015491.94,3.53568,340381.3946,0.865060627,1.361754288,1.069344262,17.24999738,12.73782202
220,62001800,Deep,Ramsey,North Oaks                    ,Re-Survey,12-Jul-95,0.09513,0.0463419,0,0,0,0,0.19932,0.0184371,0.998865,2.6003106,0,0.9746748,0,0.0239184,3.32955,0.3064545,2.978475,1.3705968,0,0.4626036,0,0.1963302,0,0.0119592,3.65118,1.451412,0,0,0,62001800,13240.1553,22916.10597,289.45692,0,0,0,3,,NA,0.104493394,0.27295965,0,0.2660768,0.040249168,0.21057733,0.10564366,0,NA,NA,11,Deep,40,493454,4995669.4,701,20,2.01E+14,5681.644827,62001800,7/12/95,0.043266203,0.84108088,3.744704115,2.36217832,3.180525963,3.169204227,0,7/10/95,9,5,493488,4995650,eastern temperate forests,22992892.83,3.3528,290281.2678,0.48353698,1.432461721,1.092222222,16.95069572,12.57860562
221,62004600,Pleasant,Ramsey,North Oaks                    ,Re-Survey,16-Jul-01,0,0,0,0,0.0039864,0,0,0,0.2049372,1.23669,0.0014949,2.611092,0,0,4.5688674,0.3049596,0.8374611,1.3221711,0,0,0.1833744,0,0.43488,0.0970326,1.1720016,0.1496712,0,0,0,62004600,17093.28381,22916.10597,5374.8218,3473.78798,0,0,4,,NA,0.148405601,0.256679626,0,0.303500763,0.031149149,0.155902712,0.104362149,0,607.23,31494.81,57.7,Pleasant,24,492131,4993596.7,701,20,2.01E+14,8199.316695,62004600,7/16/01,0,1.857599221,1.309380513,1.263991416,4.27433658,0.944812844,0.443647176,8/27/01,22,8,492243,4993760,eastern temperate forests,33181590.15,17.58696,2457334.329,0.412582338,1.726067381,2.939213483,17.31750577,14.71458771
222,62005700,Josephine,Ramsey,Roseville                     ,Re-Survey,23-Jul-01,0.1800675,0.0259116,0.038505,0.1854582,1.49037,1.851864,0,0,0.1359,0.212004,0.53001,7.192734,0,0.0880179,18.4314375,0.3870432,0.337485,0.4354236,0,0,0,0,0,0,0.9116625,0.7908021,0,0,0,62005700,81.14025,0,0,0,0,0,1,,NA,0.134444711,0.701599813,0,0.123506862,0,0,0.040448613,0,113.73,8724.57,43.1,Josephine,30,487892,4986895.1,701,20,2.01E+14,916.7357909,62005700,7/23/01,1.855284879,1.397069619,0.908831802,0.256674381,18.8922255,0.321507209,0,8/28/01,8,6,487930,4986930,eastern temperate forests,3709912.963,13.13688,470123.7262,0.701599813,1.112363696,1.978121212,15.12651897,13.06075119
223,62005700,Josephine,Ramsey,Roseville                     ,Re-Survey,23-Jul-12,0,0,0,0,2.50056,0.94677,0,0,0.237825,1.170552,0.38052,6.36012,0,0.115968,14.65002,0.131823,3.046425,0.229671,0,0,0.2344275,0,0,0.002265,0.3748575,0.437598,0,0,0,62005700,81.14025,0,0,0,0,0,1,,NA,0.134444711,0.701599813,0,0.123506862,0,0,0.040448613,0,113.73,8724.57,43.1,Josephine,30,487892,4986895.1,701,20,2.01E+14,916.7357909,62005700,7/23/01,1.855284879,1.397069619,0.908831802,0.256674381,18.8922255,0.321507209,0,8/28/01,8,6,487930,4986930,eastern temperate forests,3709912.963,13.13688,470123.7262,0.701599813,1.112363696,1.978121212,15.12651897,13.06075119
224,62006100,Turtle,Ramsey,Shoreview                     ,Re-Survey,22-Jul-02,0.0383691,0,0,0,0.194337,0,0,0,0.2413584,0.3450048,0.1027404,0.7917987,0.9654336,0.1465002,4.3890264,0.2077911,0.463419,0,0.0069762,0,0.4134984,0,0.0109626,0,0.4026264,0.3448236,0,0,0,62006100,0,0,0,0,0,0,0,,NA,0.533745782,0.282339708,0,0.162260967,0,0.003937008,0.017716535,0,450.02,18981.98,28,Turtle,24,489125,4993911.5,701,20,2.01E+14,791.1635189,62006100,7/22/02,0,0.787228111,0.447019776,0.369916444,4.68545559,0.453631684,0.011737675,8/19/02,20,13,489174,4993990,eastern temperate forests,3201737.975,8.5344,1821127.469,0.286276715,1.21108866,2.313253968,14.97920434,14.41496636
225,62006200,Charley,Ramsey,North Oaks                    ,Re-Survey,5-Jul-95,0,0.0269082,0,0,0,0.2023098,2.09739,0,1.42695,3.5837736,0,0.0503736,0,0,0,0,3.61494,0.57531,0.32163,0,0,0,0,0.0109626,0,0.5501232,0,0,0,62006200,3387.89985,0,0,1549.58793,0,0,4,,NA,0.039847065,0.242962676,0,0.384402916,0.028905397,0.059484448,0.244397498,0,NA,NA,21,Charley,0,490639,4994130.9,701,20,2.01E+14,732.1973477,62006200,7/5/95,0.153359327,0.041496819,0,1.16187961,0,3.713790025,0,8/1/95,7,2,490603,4994110,eastern temperate forests,2963109.391,6.4008,150057.5688,0.302447124,1.230563291,1.686,14.90174974,11.91877429
226,62006900,Pike,Ramsey,New Brighton                  ,Re-Survey,31-Jul-95,1.14156,2.7760746,0,0,0,0.3129324,0,0,0.2718,2.8736055,0,2.912337,0.66138,0.25821,2.34654,0.546771,1.69875,0,0,0,2.0385,0.5142456,0,0.0192978,10.02036,4.2918579,0,0,0,62006900,8288.98165,4340.71295,0,0,0,0,2,,NA,0.035632987,0.897311307,0,0.054649723,0.000217797,0.000787497,0.01140069,0,37.99,5064.05,16,Pike,0,483596,4990473.1,701,20,2.01E+14,5099.181792,62006900,7/31/95,1.278662276,1.265426694,11.58726334,1.927062355,2.121541497,2.181877564,0,8/2/95,7,4,483599,4990480,eastern temperate forests,20635739.13,4.8768,147508.047,0.898098803,1.170229246,0.802,16.84253504,11.90163801
227,62008300,Silver,Ramsey,Columbia Heights              ,Re-Survey,10-Jul-06,1.68516,0.12231,0,0,0,0,0,0,3.58776,2.6972979,0.41223,8.8886754,0,0.0088335,2.24688,0,13.57188,0.3340875,0,0,1.10079,0.3295575,0,0.0239184,0,0.64326,0,0,0,62008300,971.48321,0,0,0,0,0,0,,NA,0.150357995,0.719331742,0,0.109307876,0.002386635,0,0.018615752,0,70.84,10979.38,46.6,Silver (West),38,482403,4987889.2,701,20,2.01E+14,465.3346949,62008300,7/10/06,0.129049583,1.237075234,0,1.010232409,2.43763309,12.08612626,0,7/10/06,3,1,482386,4987890,eastern temperate forests,1883150.231,14.20368,286679.5624,0.719331742,1.763634468,0.893190476,14.44845659,12.56612036
228,65000600,Allie,Renville,Buffalo Lake                  ,Re-Survey,25-Jul-94,23.03958,22.221915,0,0,0,0,0,0,0.091053,0.382332,0,0.2162169,0,0,0.3129324,0.5042796,2.4237312,0.70668,0,0.0732501,0,0,0.0408606,0.0204303,3.3301842,8.6284269,0,0,0,65000600,9414.62552,16761.90039,14329.91991,0,0,0,2,,NA,0.125046296,0.03570296,0,0.028555553,0.002360311,0.806210065,0.002124816,0,509.13,24287,10,Allie,43,376783,4962313,701,19,1.91E+14,5187.68506,65000600,7/25/05,0.039385242,0.224742429,7.525870861,0.214777945,0.187825367,3.656812287,0.116051297,7/29/05,3,3,376690,4962210,great plains,20993900.58,3.048,2060337.363,0.841913025,1.454897079,0.680625,16.8597425,14.5383803
229,65000600,Allie,Renville,Buffalo Lake                  ,Re-Survey,25-Jul-05,0.1061379,0.0483351,0,0,0,0,0,0,0.13137,0.2022192,0,0.2580288,0,0.3567828,0.1564662,0.4544496,3.5591304,1.7351712,0,0,1.3437792,0.3303729,0.1370778,0,7.55604,17.29101,0,0,0,65000600,9414.62552,16761.90039,14329.91991,0,0,0,2,,NA,0.125046296,0.03570296,0,0.028555553,0.002360311,0.806210065,0.002124816,0,509.13,24287,10,Allie,43,376783,4962313,701,19,1.91E+14,5187.68506,65000600,7/25/05,0.039385242,0.224742429,7.525870861,0.214777945,0.187825367,3.656812287,0.116051297,7/29/05,3,3,376690,4962210,great plains,20993900.58,3.048,2060337.363,0.841913025,1.454897079,0.680625,16.8597425,14.5383803
230,65000600,Allie,Renville,Buffalo Lake                  ,Standard Survey,20-Jul-15,0.0238731,0.0139524,0,0,0,0,0,0,0.0901017,0.0164439,0.0986634,0.23556,0,0.0024915,1.9593609,0,12.6747135,1.1108466,0,0,0.576669,0.4454802,0.8314362,0,2.79048,49.154577,0,0,0,65000600,9414.62552,16761.90039,14329.91991,0,0,0,2,,NA,0.125046296,0.03570296,0,0.028555553,0.002360311,0.806210065,0.002124816,0,509.13,24287,10,Allie,43,376783,4962313,701,19,1.91E+14,5187.68506,65000600,7/25/05,0.039385242,0.224742429,7.525870861,0.214777945,0.187825367,3.656812287,0.116051297,7/29/05,3,3,376690,4962210,great plains,20993900.58,3.048,2060337.363,0.841913025,1.454897079,0.680625,16.8597425,14.5383803
231,66001800,Roberds,Rice,Shieldsville                  ,Re-Survey,7-Jul-03,3.265224,1.2739266,0,0,0,0.9583668,0,0,2.12004,1.30464,0.25368,3.2007168,0,0,1.587312,0.5705988,0.848016,0.3730455,0,0.2054808,0,0,0.22197,0.1325025,0,1.1016054,0,0,0,66001800,29473.41904,19790.75379,0,0,0,0,1,,NA,0.168323912,0.051741671,0,0.145022665,0.018088832,0.542345592,0.074477329,0,632.29,29409.25,37.9,Roberds,24,472515,4908464.7,704,39,3.91E+14,9564.258384,66001800,7/7/08,1.33164498,0.66013433,1.057593384,1.375299314,7.338167555,0.458864175,0.730924568,7/7/08,14,12,472460,4908330,eastern temperate forests,38705335.29,11.55192,2558748.641,0.594087263,1.580829356,0.932575,17.47148801,14.75502888
232,66001800,Roberds,Rice,Shieldsville                  ,Re-Survey,14-Jul-93,25.454976,19.32498,0,0,0,0.0166704,0,0.7369857,2.062962,0.784596,1.73952,0.4609275,0,0,2.362848,0.2379609,1.06455,0.3884928,0.023556,0.0453,0.261834,0.1551072,4.420374,0.0354246,0,9.682875,0,0,0,66001800,29473.41904,19790.75379,0,0,0,0,1,,NA,0.168323912,0.051741671,0,0.145022665,0.018088832,0.542345592,0.074477329,0,632.29,29409.25,37.9,Roberds,24,472515,4908464.7,704,39,3.91E+14,9564.258384,66001800,7/7/08,1.33164498,0.66013433,1.057593384,1.375299314,7.338167555,0.458864175,0.730924568,7/7/08,14,12,472460,4908330,eastern temperate forests,38705335.29,11.55192,2558748.641,0.594087263,1.580829356,0.932575,17.47148801,14.75502888
233,66001800,Roberds,Rice,Shieldsville                  ,Re-Survey,30-Jun-98,4.299876,14.1676656,0,0,0,0.4246875,0,0,5.783904,4.8708825,0.681312,3.38844,0,0,1.21857,0.2957184,0.340656,0.161721,0.08607,0.1378026,0,0,1.217664,0.015855,0,2.42355,0,0,0,66001800,29473.41904,19790.75379,0,0,0,0,1,,NA,0.168323912,0.051741671,0,0.145022665,0.018088832,0.542345592,0.074477329,0,632.29,29409.25,37.9,Roberds,24,472515,4908464.7,704,39,3.91E+14,9564.258384,66001800,7/7/08,1.33164498,0.66013433,1.057593384,1.375299314,7.338167555,0.458864175,0.730924568,7/7/08,14,12,472460,4908330,eastern temperate forests,38705335.29,11.55192,2558748.641,0.594087263,1.580829356,0.932575,17.47148801,14.75502888
234,66002900,Fox,Rice,Millersburg                   ,Re-Survey,23-Jul-01,10.719792,5.1684129,0,0,0,0.4152651,0,1.7542878,0,0.4452084,0.576216,0.301698,0,0,5.347212,0.9229422,6.350154,0.0652773,0.089694,0,1.63986,0.7055475,2.52774,0.27633,1.266588,1.4256816,0,0,0,66002900,20485.56142,14281.17576,8613.1236,0,0,0,2,,NA,0.114865254,0.046196735,0,0.15060706,0.012444343,0.627297705,0.048588904,0,311.14,16152.02,47,Fox,24,474226,4915482.5,704,39,3.91E+14,8731.231133,66002900,7/24/06,0.946284099,0.38637917,1.466162476,0.290474337,3.923503898,2.435913612,0.385327845,7/24/06,13,6,474193,4915600,eastern temperate forests,35334180.12,14.3256,1261365.793,0.67349444,1.245012757,1.503327381,17.38036133,14.04770565
235,66003800,French,Rice,Faribault                     ,Re-Survey,7-Jul-98,0,0,0,0,0,0.0538164,0,0,7.9199802,4.191156,0.1845975,3.7601718,0,0,1.8992025,0.6914592,2.1886242,0.3082212,0.00453,0,0.1560585,0,0.70668,0.024462,0,4.9144158,0,0,0,66003800,14839.53486,7222.99046,0,0,0,0,2,,NA,0.229027672,0.045134996,0,0.17951887,0.026216371,0.44141494,0.07868715,0,875.81,25581.35,50.4,French,24,468738,4909670.6,704,39,3.91E+14,4307.82826,66003800,8/13/07,0,0.618038228,0.035303486,1.224602653,3.455112094,3.049239805,0.959935954,8/13/07,15,11,468765,4909610,eastern temperate forests,17433232.19,15.36192,3544199.519,0.486549937,1.167158642,1.043431373,16.67388884,15.08082289
236,66003900,Mazaska,Rice,Shieldsville                  ,Re-Survey,24-Jul-97,0.0044847,0.0047112,0,0,0,1.84824,0,0.2533176,0.2190708,0.84711,0.498753,1.93431,0.0259116,0.0700791,3.7756644,0.5577336,0.5360802,0,0,0,0,0.3997725,1.89354,0.0902376,0,2.8589736,0,0,0,66003900,7498.93766,6137.52855,0,0,0,0,2,,NA,0.226481908,0.053073266,0,0.172723606,0.013200937,0.470749596,0.063770687,0,681.3,26738.48,49.7,Mazaska,24,468560,4913400.2,704,39,3.91E+14,2979.644721,66003900,7/16/07,3.557208943,0.734617206,0,0.67377453,11.97591607,6.131610939,0.115058646,7/16/07,20,13,468440,4913340,eastern temperate forests,12058242.61,15.14856,2757085.249,0.523822863,1.383467715,0.905892857,16.30525902,14.82968461
237,66003900,Mazaska,Rice,Shieldsville                  ,Re-Survey,22-Jul-02,0,0,0,0,0.9314586,1.5481728,0,0,4.8962958,1.420155,0.2865225,1.0877889,0.0188448,0.238731,3.5675562,0.9398844,2.5537875,0.2549031,0.2402712,0.0453,0,0.4290363,0.039864,0,0.4223772,0,0,0,0,66003900,7498.93766,6137.52855,0,0,0,0,2,,NA,0.226481908,0.053073266,0,0.172723606,0.013200937,0.470749596,0.063770687,0,681.3,26738.48,49.7,Mazaska,24,468560,4913400.2,704,39,3.91E+14,2979.644721,66003900,7/16/07,3.557208943,0.734617206,0,0.67377453,11.97591607,6.131610939,0.115058646,7/16/07,20,13,468440,4913340,eastern temperate forests,12058242.61,15.14856,2757085.249,0.523822863,1.383467715,0.905892857,16.30525902,14.82968461
238,66004700,Hunt,Rice,Shieldsville                  ,Re-Survey,28-Jul-93,10.8590442,0,0,0,1.1188194,0.9654336,0,1.2118656,4.2129,1.5113892,1.947447,0.2815848,0.030804,0.0622875,1.39977,1.0045728,0.8497374,0,1.7315019,0.0194337,0,0,1.7535177,0.0169422,2.70441,10.80405,0,0,0,66004700,1033.97696,0,0,0,0,0,1,,NA,0.268395235,0.067974772,0,0.138051857,0.023826209,0.477925718,0.023826209,0,NA,NA,27,Hunt,38,464437,4908882.7,704,39,3.91E+14,648.5067503,66004700,7/23/07,2.913143757,1.275316646,1.035865813,0.603206593,4.257913533,1.384703829,2.238102884,7/23/07,10,7,464438,4908890,eastern temperate forests,2624424.205,8.2296,713704.2296,0.545900491,1.182244099,1.029615385,14.78037208,13.47822391
239,66004700,Hunt,Rice,Shieldsville                  ,Re-Survey,30-Jul-01,1.7050467,0.0752433,0,0,1.3788414,4.40769,0.361947,1.51755,0.47565,0.5542908,0.215175,1.034199,0,0.3652992,2.6113185,1.3434168,1.59909,0.1873608,0,0,0,0,1.419702,0.1095354,1.47225,1.3498947,0,0,0,66004700,1033.97696,0,0,0,0,0,1,,NA,0.268395235,0.067974772,0,0.138051857,0.023826209,0.477925718,0.023826209,0,NA,NA,27,Hunt,38,464437,4908882.7,704,39,3.91E+14,648.5067503,66004700,7/23/07,2.913143757,1.275316646,1.035865813,0.603206593,4.257913533,1.384703829,2.238102884,7/23/07,10,7,464438,4908890,eastern temperate forests,2624424.205,8.2296,713704.2296,0.545900491,1.182244099,1.029615385,14.78037208,13.47822391
240,66004800,Rice,Rice,Shieldsville                  ,Re-Survey,25-Jul-05,36.6024,15.0844923,0,0,0,2.784591,0,0,4.1223,4.790475,0.57984,1.2684,0.6795,0.1898523,2.74065,0.7102134,1.596825,0.2959902,0.06795,0,0,0,1.59456,0.2014038,7.59228,10.77687,0,0,0,66004800,36824.70715,10425.7811,24677.22529,0,0,0,3,,NA,0.126245367,0.041933255,0,0.196121194,0.053205653,0.486111748,0.096382784,0,NA,NA,6.7,Rice,43,461415,4908650.9,704,39,3.91E+14,12891.10568,66004800,7/25/05,4.772178551,1.042874356,7.667252108,3.713104699,2.802928397,1.535653534,1.445546962,8/11/05,12,5,461550,4908620,eastern temperate forests,52168662.5,2.04216,1337972.853,0.528045003,1.719072009,0.96,17.76999254,14.10666623
241,66005200,Cedar,Rice,Warsaw                        ,Re-Survey,6-Aug-01,3.19365,1.31823,0,0,0.068403,1.053225,0,2.2593375,0.318912,4.6185162,2.304864,3.562845,0,0.545865,0.347904,0.2253675,2.752428,0.74292,0.079728,0.11325,0,0.1496712,0.39411,0.0069309,2.454354,4.2887775,0,0,0,66005200,6358.49406,2169.2135,0,0,0,0,1,,NA,0.196146938,0.047880657,0,0.153905561,0.03560574,0.472071573,0.094389531,0,885.53,62949.2,41.9,Cedar,24,465661,4904825,704,39,3.91E+14,4714.924285,66005200,8/5/96,0.707604066,1.7046199,1.177008719,2.178069979,2.092774418,5.293703052,0.110762445,8/13/96,14,5,465821,4904670,eastern temperate forests,19080697.95,12.77112,3583534.999,0.51995223,2.858670103,0.963624114,16.7641878,15.0918603
242,66005500,Shields,Rice,Shieldsville                  ,Re-Survey,16-Jul-01,2.519586,0.57984,0,0,0.868854,4.0033422,0,2.05662,5.052762,4.0211904,3.29784,2.2283976,0,0.3503955,2.507808,1.021515,1.79388,0.4098291,0,0,0,0,12.880602,0.20385,0,6.7318971,0,0,0,66005500,27420.14736,10425.7811,10576.02247,0,0,0,3,,NA,0.131060109,0.04548068,0,0.167168028,0.037704891,0.538926296,0.079659996,0,952.44,46362.03,30.7,Shields,24,464846,4913030.3,704,39,3.91E+14,7207.172024,66005500,7/17/06,0.95660916,0.136554656,0.107895841,0.161628303,3.731343695,1.322037426,3.074808512,7/17/06,16,10,464844,4913080,eastern temperate forests,29166507.06,9.35736,3805950.424,0.584406976,2.092048448,1.13425,17.18853159,15.1520763
